params/n_steps,params/n_epochs,params/use_sde,params/verbose,time/time_elapsed,params/max_grad_norm,params/gamma,params/rollout_buffer_class,time/total_timesteps,params/learning_rate,params/clip_range,params/rollout_buffer_kwargs,time/iterations,rollout/ep_len_mean,time/fps,params/_init_setup_model,params/vf_coef,params/normalize_advantage,params/sde_sample_freq,params/device,params/policy_kwargs,params/seed,params/ent_coef,params/policy,mean_reward,params/stats_window_size,params/batch_size,params/gae_lambda,rollout/ep_rew_mean,params/clip_range_vf,train/explained_variance,train/learning_rate,train/value_loss,train/approx_kl,train/policy_gradient_loss,train/clip_range,train/loss,train/clip_fraction,train/entropy_loss,train/n_updates,eval/mean_ep_length,eval/mean_reward
,,,,24831,,,,354750,,,,473,15.0,14,,,,,,,,,,1.3587327,,,,1.33322824,,0.08670508861541748,9.114999999999999e-05,0.15030329699317616,0.008936441,-0.026770898811870995,0.2,-0.014273487031459808,0.11111111167507867,-0.9788419167200725,14160,,
,,,,,,,,355000,,,,,,,,,,,,,,,,,,,,,,0.19098377227783203,9.113125e-05,0.17806571672360103,0.0133537715,-0.028978608741507785,0.2,-0.0017605125904083252,0.15995555526266494,-1.0037411133448282,14190,15.0,1.6154624700546265
,,,,24883,,,,355500,,,,474,15.05,14,,,,,,,,,,1.3498648,,,,1.3929911099999996,,,,,,,,,,,,,
,,,,24931,,,,356250,,,,475,15.05,14,,,,,,,,,,1.4906201,,,,1.4840179499999997,,0.013553500175476074,9.11125e-05,0.10459671467542649,0.01587393,-0.02694194659422049,0.2,-0.02919245883822441,0.16937777833857884,-1.002499669790268,14220,,
,,,,24979,,,,357000,,,,476,15.0,14,,,,,,,,,,1.5069739,,,,1.4513801400000004,,-0.08033287525177002,9.109375e-05,0.03901187218725681,0.013605736,-0.026155904196306246,0.2,-0.055705152451992035,0.18048888879517713,-0.9868575473626454,14250,,
,,,,25026,,,,357750,,,,477,15.0,14,,,,,,,,,,1.2407721,,,,1.3282808899999998,,-0.0773472785949707,9.1075e-05,0.13323741679390272,0.01134801,-0.02306216435642498,0.2,-0.012085489928722382,0.09262222185110053,-1.0010774374008178,14280,,
,,,,25077,,,,358500,,,,478,15.0,14,,,,,,,,,,1.4572287,,,,1.3952530799999996,,0.12332737445831299,9.105625000000001e-05,0.1413887413839499,0.010128864,-0.026901965820303,0.2,-0.017609000205993652,0.12511111175020537,-1.0273426135381063,14310,,
,,,,25127,,,,359250,,,,479,15.0,14,,,,,,,,,,1.4671587,,,,1.4917878599999996,,0.0035799741744995117,9.103750000000001e-05,0.04988139495253563,0.014022649,-0.023306239167750913,0.2,-0.049467138946056366,0.145200001137952,-1.0250697175661723,14340,,
,,,,,,,,360000,,,,,,,,,,,,,,,,1.4582644,,,,,,0.10151135921478271,9.101875e-05,0.08629228671391805,0.016628565,-0.025618837499432227,0.2,-0.03194200620055199,0.14844444455423703,-1.0329304814338685,14370,15.0,1.625658130645752
,,,,25183,,,,360000,,,,480,15.0,14,,,,,,,,,,,,,,1.4254900000000004,,,,,,,,,,,,,
,,,,25233,,,,360750,,,,481,15.05,14,,,,,,,,,,1.2800779,,,,1.3584724599999998,,0.010502398014068604,9.100000000000002e-05,0.12682714785138766,0.013931712,-0.02742200471661569,0.2,-0.02050086483359337,0.13453333265303324,-1.0792034983634948,14400,,
,,,,25282,,,,361500,,,,482,15.05,14,,,,,,,,,,1.2881241,,,,1.29365518,,0.010442733764648438,9.098125e-05,0.17203501164913176,0.009070536,-0.026542839204354428,0.2,0.003398314118385315,0.10844444420654327,-1.0528871218363445,14430,,
,,,,25331,,,,362250,,,,483,15.0,14,,,,,,,,,,1.237913,,,,1.24804714,,-0.0021904706954956055,9.096250000000001e-05,0.21482900381088257,0.009817025,-0.022786792581580163,0.2,0.022581055760383606,0.11626666762555639,-1.061918846766154,14460,,
,,,,25380,,,,363000,,,,484,15.0,14,,,,,,,,,,1.3909638,,,,1.3515936800000004,,0.024404406547546387,9.094375e-05,0.14293586413065593,0.012448714,-0.027964367702292905,0.2,-0.020134881138801575,0.12635555587088068,-1.0721519708633422,14490,,
,,,,25429,,,,363750,,,,485,15.0,14,,,,,,,,,,1.3099341,,,,1.3244108200000002,,0.3952050805091858,9.0925e-05,0.07990758568048477,0.01133213,-0.024267565737157663,0.2,-0.03957608342170715,0.13582222256809473,-1.0549895604451498,14520,,
,,,,25478,,,,364500,,,,486,15.0,14,,,,,,,,,,1.2398621,,,,1.21774742,,-0.007451176643371582,9.090625e-05,0.24611621995766958,0.010760015,-0.028334671616595662,0.2,0.02695978432893753,0.11524444556174179,-1.060489797592163,14550,,
,,,,,,,,365000,,,,,,,,,,,,,,,,1.2694491,,,,,,0.0858641266822815,9.088750000000001e-05,0.16831769694884618,0.01654071,-0.03505554753012127,0.2,-0.01483059674501419,0.2102222247670094,-1.0521067698796591,14580,15.0,1.6204354286193847
,,,,25531,,,,365250,,,,487,15.05,14,,,,,,,,,,,,,,1.30152857,,,,,,,,,,,,,
,,,,25579,,,,366000,,,,488,15.05,14,,,,,,,,,,1.4474298,,,,1.4153198300000003,,-0.0005033016204833984,9.086875000000001e-05,0.08767483060558637,0.010821374,-0.02757169143114654,0.2,-0.04108728468418121,0.1123111097762982,-1.0504765828450522,14610,,
,,,,25627,,,,366750,,,,489,15.0,14,,,,,,,,,,1.4068102,,,,1.40746374,,0.018478989601135254,9.085e-05,0.07069996446371078,0.011627684,-0.026416168890365733,0.2,-0.04445868358016014,0.12848889007388303,-1.0454903960227966,14640,,
,,,,25675,,,,367500,,,,490,15.0,14,,,,,,,,,,1.3655918,,,,1.3960087900000002,,-0.017116546630859375,9.083125e-05,0.09032513797283173,0.009988004,-0.02708997763306318,0.2,-0.035975079983472824,0.16191111026952665,-1.057010018825531,14670,,
,,,,25722,,,,368250,,,,491,15.0,14,,,,,,,,,,1.3718125,,,,1.3378926199999999,,0.05224192142486572,9.08125e-05,0.0697547160089016,0.011895156,-0.029740940249048956,0.2,-0.04840406775474548,0.14302222275485596,-1.0679888765017191,14700,,
,,,,25770,,,,369000,,,,492,15.0,14,,,,,,,,,,1.2400163,,,,1.22510853,,-0.0066307783126831055,9.079375000000001e-05,0.13080617040395737,0.011837963,-0.029330344341436613,0.2,-0.02280612289905548,0.14595555493142456,-1.0475187102953594,14730,,
,,,,25818,,,,369750,,,,493,15.0,14,,,,,,,,,,1.282214,,,,1.3008615499999998,,-0.020370841026306152,9.0775e-05,0.20072431017955145,0.008865541,-0.024116286582592867,0.2,0.016685597598552704,0.09097777679562569,-1.0647926568984984,14760,,
,,,,,,,,370000,,,,,,,,,,,,,,,,,,,,,,0.09610068798065186,9.075625e-05,0.07631925543149312,0.012498199,-0.028324851388639456,0.2,-0.04584245756268501,0.14484444471697014,-1.0155425230662027,14790,15.0,1.4199572563171388
,,,,25871,,,,370500,,,,494,15.05,14,,,,,,,,,,1.2708043,,,,1.3221079999999998,,,,,,,,,,,,,
,,,,26073,,,,371250,,,,495,15.05,14,,,,,,,,,,1.3217682,,,,1.22876791,,0.19071686267852783,9.07375e-05,0.16334588577349982,0.00991622,-0.025414828118505994,0.2,-0.00136508047580719,0.11413333300345888,-1.0462329745292664,14820,,
,,,,26578,,,,372000,,,,496,15.0,13,,,,,,,,,,1.061947,,,,1.17113101,,-0.003295421600341797,9.071875e-05,0.2759646107753118,0.012527396,-0.032457059304250656,0.2,0.04747120290994644,0.14942222250004608,-1.0520264665285746,14850,,
,,,,26814,,,,372750,,,,497,15.0,13,,,,,,,,,,1.3535336,,,,1.2704579100000002,,0.08726251125335693,9.070000000000001e-05,0.29273639917373656,0.01071721,-0.025563186561999216,0.2,0.05567410588264465,0.10999999803801377,-1.0494479417800904,14880,,
,,,,27763,,,,373500,,,,498,15.0,13,,,,,,,,,,1.3748475,,,,1.29485519,,-0.10582780838012695,9.068125000000001e-05,0.12022333666682243,0.011486697,-0.023386856860077642,0.2,-0.019291702657938004,0.12231111101185282,-1.0501824657122294,14910,,
,,,,27815,,,,374250,,,,499,15.0,13,,,,,,,,,,1.1939976,,,,1.26346899,,-0.005408644676208496,9.066250000000001e-05,0.2678794438640277,0.018272372,-0.033891658642437976,0.2,0.031407542526721954,0.16746666642526786,-1.0270975391070047,14940,,
,,,,,,,,375000,,,,,,,,,,,,,,,,1.3307538,,,,,,-0.025795817375183105,9.064375e-05,0.1251521187524001,0.012838419,-0.02663655747116233,0.2,-0.026852626353502274,0.1887555554198722,-1.0175210297107697,14970,15.0,1.41070636510849
,,,,27870,,,,375000,,,,500,15.0,13,,,,,,,,,,,,,,1.3169750999999998,,,,,,,,,,,,,
,,,,27919,,,,375750,,,,501,15.05,13,,,,,,,,,,1.187408,,,,1.26824895,,-0.0054503679275512695,9.062500000000001e-05,0.1052997017900149,0.011511986,-0.028886856001843184,0.2,-0.03544114530086517,0.13044444345869124,-1.006804237763087,15000,,
,,,,27967,,,,376500,,,,502,15.05,13,,,,,,,,,,1.2967306,,,,1.24037282,,-0.04339253902435303,9.060625e-05,0.2737090786298116,0.013990308,-0.029442173116291968,0.2,0.048456378281116486,0.13977777756129703,-1.0111188371976216,15030,,
,,,,28016,,,,377250,,,,503,15.0,13,,,,,,,,,,1.3804513,,,,1.31816995,,0.08029747009277344,9.05875e-05,0.287561955054601,0.020049255,-0.03381982988152239,0.2,0.04308626055717468,0.1891999995801598,-1.0314103523890177,15060,,
,,,,28065,,,,378000,,,,504,15.0,13,,,,,,,,,,1.3702255,,,,1.40186467,,-0.08652472496032715,9.056875e-05,0.12157945831616719,0.010638106,-0.02606528810606236,0.2,-0.02061198279261589,0.1381333336699754,-1.0115707695484162,15090,,
,,,,28115,,,,378750,,,,505,15.0,13,,,,,,,,,,1.2178077,,,,1.31481932,,0.06634396314620972,9.055e-05,0.11191264167428017,0.010940538,-0.02846125803937512,0.2,-0.02896467223763466,0.11462222253127645,-1.0149578015009562,15120,,
,,,,28163,,,,379500,,,,506,15.0,13,,,,,,,,,,1.4121583,,,,1.28415495,,0.019430160522460938,9.053125000000001e-05,0.18778682202100755,0.010185023,-0.027944995391389563,0.2,0.007739394903182983,0.12275555492378772,-0.9764720817406972,15150,,
,,,,,,,,380000,,,,,,,,,,,,,,,,1.3415666,,,,,,0.17493826150894165,9.051250000000001e-05,0.12456910535693169,0.011191027,-0.02546667710025279,0.2,-0.014874167740345001,0.1382222221388171,-0.9676077127456665,15180,15.0,1.6228979110717774
,,,,28216,,,,380250,,,,507,15.05,13,,,,,,,,,,,,,,1.3203622400000001,,,,,,,,,,,,,
,,,,28264,,,,381000,,,,508,15.05,13,,,,,,,,,,1.1764495,,,,1.2889960200000001,,0.16840648651123047,9.049375000000001e-05,0.19849542081356047,0.0159923,-0.029073919371391335,0.2,0.01657707244157791,0.14448888821837802,-0.9659052590529124,15210,,
,,,,28313,,,,381750,,,,509,15.0,13,,,,,,,,,,1.3721445,,,,1.28458061,,-0.004516482353210449,9.0475e-05,0.2209714248776436,0.012831452,-0.030910747191765252,0.2,0.021882712841033936,0.14195555608409147,-0.9972741405169169,15240,,
,,,,28361,,,,382500,,,,510,15.0,13,,,,,,,,,,1.3200756,,,,1.3937955400000002,,0.17360520362854004,9.045625e-05,0.14686304231484731,0.009915485,-0.030208466999584616,0.2,-0.020026259124279022,0.13484444493272651,-0.9713412980238597,15270,,
,,,,28410,,,,383250,,,,511,15.0,13,,,,,,,,,,1.4740056,,,,1.49000767,,-0.06371724605560303,9.04375e-05,0.051612374683221184,0.011914371,-0.029094864246244138,0.2,-0.060057632625103,0.15675555627482632,-1.0021449327468872,15300,,
,,,,28459,,,,384000,,,,512,15.0,13,,,,,,,,,,1.360517,,,,1.3797053000000004,,-0.042992234230041504,9.041875e-05,0.09532732317845026,0.011250513,-0.02427489829057207,0.2,-0.027150899171829224,0.14426666644091407,-0.9877549449602763,15330,,
,,,,28510,,,,384750,,,,513,15.0,13,,,,,,,,,,1.3686758,,,,1.3232715900000003,,0.005044996738433838,9.04e-05,0.21972008496522905,0.013948702,-0.028705991983103255,0.2,0.02071785181760788,0.1298666652214403,-1.0211991866429646,15360,,
,,,,,,,,385000,,,,,,,,,,,,,,,,,,,,,,0.12219130992889404,9.038125e-05,0.15427737683057785,0.01247453,-0.03136117118096185,0.2,-0.011690318584442139,0.15306666803856692,-1.02896538178126,15390,15.0,1.6167341947555542
,,,,28564,,,,385500,,,,514,15.05,13,,,,,,,,,,1.2783039,,,,1.2929525800000001,,,,,,,,,,,,,
,,,,28613,,,,386250,,,,515,15.05,13,,,,,,,,,,1.1430888,,,,1.17932415,,0.15658622980117798,9.036250000000001e-05,0.20000956853230795,0.016305862,-0.031092192556191646,0.2,0.004899032413959503,0.1609777783198903,-1.0070202191670736,15420,,
,,,,28662,,,,387000,,,,516,15.0,13,,,,,,,,,,1.4024674,,,,1.2729547099999998,,-0.18271112442016602,9.034375000000001e-05,0.2906923582156499,0.012503221,-0.029322513461071568,0.2,0.050894610583782196,0.10915555492974818,-1.0113048195838927,15450,,
,,,,28710,,,,387750,,,,517,15.0,13,,,,,,,,,,1.2193472,,,,1.34186155,,0.09499579668045044,9.032500000000001e-05,0.11244787176450094,0.012853105,-0.02911472520089398,0.2,-0.03107825294137001,0.12613333264210572,-1.0101179758707681,15480,,
,,,,28759,,,,388500,,,,518,15.0,13,,,,,,,,,,1.2483337,,,,1.21813332,,0.1043466329574585,9.030625e-05,0.13388648703694345,0.01207628,-0.03104383736006501,0.2,-0.022889085114002228,0.12395555561718842,-0.99025226632754,15510,,
,,,,28807,,,,389250,,,,519,15.0,13,,,,,,,,,,1.2994593,,,,1.2961281500000001,,0.1742011308670044,9.02875e-05,0.2721551259358724,0.012678756,-0.02896150026431101,0.2,0.043040044605731964,0.11119999904185533,-1.0052261809508005,15540,,
,,,,,,,,390000,,,,,,,,,,,,,,,,1.4134614,,,,,,0.04534626007080078,9.026875e-05,0.07606434846917788,0.016924951,-0.031973470304875205,0.2,-0.04963954910635948,0.14831111151725054,-0.9906043827533721,15570,15.0,1.6149449110031129
,,,,28860,,,,390000,,,,520,15.0,13,,,,,,,,,,,,,,1.34558888,,,,,,,,,,,,,
,,,,28910,,,,390750,,,,521,15.05,13,,,,,,,,,,1.2376845,,,,1.30527954,,0.02132660150527954,9.025e-05,0.21463170250256855,0.012829282,-0.03228394784370643,0.2,0.013732030987739563,0.12653333332079153,-0.9719260275363922,15600,,
,,,,28960,,,,391500,,,,522,15.05,13,,,,,,,,,,1.2692512,,,,1.2335025400000001,,-0.09557700157165527,9.023125e-05,0.10089502905805905,0.016827911,-0.03368418681711578,0.2,-0.041716285049915314,0.15275555547947686,-0.9585668424765269,15630,,
,,,,29010,,,,392250,,,,523,15.0,13,,,,,,,,,,1.2766356,,,,1.21445956,,0.010540604591369629,9.02125e-05,0.39368895490964256,0.016659478,-0.031263594079804086,0.2,0.10105601698160172,0.16804444460819165,-0.9910479724407196,15660,,
,,,,29059,,,,393000,,,,524,15.0,13,,,,,,,,,,1.227285,,,,1.33483316,,0.0016521811485290527,9.019375000000001e-05,0.21523588101069133,0.014413923,-0.032630923971864914,0.2,0.01501423865556717,0.15653333428005378,-0.9890389442443848,15690,,
,,,,29107,,,,393750,,,,525,15.0,13,,,,,,,,,,1.3716959,,,,1.31023394,,-0.03521883487701416,9.017500000000001e-05,0.09095687742034594,0.014309069,-0.03141416183801162,0.2,-0.0440380796790123,0.12008888981460283,-0.9708331147829692,15720,,
,,,,29156,,,,394500,,,,526,15.0,13,,,,,,,,,,1.338748,,,,1.3650754400000003,,0.17163145542144775,9.015625000000001e-05,0.1715961014231046,0.013429456,-0.03326349565014244,0.2,-0.005074784159660339,0.1738666660928478,-0.9777360757191976,15750,,
,,,,,,,,395000,,,,,,,,,,,,,,,,1.4031433,,,,,,-0.06270921230316162,9.01375e-05,0.09973415732383728,0.010023691,-0.025738687841025065,0.2,-0.024844899773597717,0.1297777783125639,-0.9878616352876027,15780,15.0,1.619668674468994
,,,,29209,,,,395250,,,,527,15.05,13,,,,,,,,,,,,,,1.3719087600000004,,,,,,,,,,,,,
,,,,29257,,,,396000,,,,528,15.05,13,,,,,,,,,,1.2175384,,,,1.29171018,,0.19994580745697021,9.011875e-05,0.116123811652263,0.010998406,-0.026876874905327953,0.2,-0.025767583400011063,0.11199999923507373,-0.988864415884018,15810,,
,,,,29306,,,,396750,,,,529,15.0,13,,,,,,,,,,1.3969817,,,,1.35325519,,0.03252053260803223,9.010000000000001e-05,0.1436787540713946,0.013398436,-0.03099239127063704,0.2,-0.016757994890213013,0.14213333340982595,-1.0163397947947184,15840,,
,,,,29355,,,,397500,,,,530,15.0,13,,,,,,,,,,1.3437767,,,,1.33428146,,0.014987647533416748,9.008125e-05,0.11316577643156052,0.012247096,-0.029267589435105514,0.2,-0.027738623321056366,0.16093333357324202,-1.0094148099422455,15870,,
,,,,29404,,,,398250,,,,531,15.0,13,,,,,,,,,,1.303942,,,,1.3434869299999996,,-0.058020591735839844,9.00625e-05,0.15732879290978113,0.011602513,-0.02976497729186794,0.2,-0.010753192007541656,0.12666666673806806,-1.0044597725073496,15900,,
,,,,29453,,,,399000,,,,532,15.0,13,,,,,,,,,,1.4238092,,,,1.41947598,,0.06729239225387573,9.004375e-05,0.109126964956522,0.015007795,-0.0259991088861289,0.2,-0.0279853418469429,0.12324444351252169,-1.0090598702430724,15930,,
,,,,29502,,,,399750,,,,533,15.0,13,,,,,,,,,,1.3738819,,,,1.34382003,,0.028131842613220215,9.0025e-05,0.0796402911345164,0.011082036,-0.02861454389476114,0.2,-0.04439408704638481,0.1489777792089929,-0.9803450624148051,15960,,
,,,,,,,,400000,,,,,,,,,,,,,,,,,,,,,,0.036024630069732666,9.000625000000001e-05,0.1778052275379499,0.010105327,-0.026455540749099518,0.2,0.005444429814815521,0.12222222176690896,-1.0137927015622457,15990,15.0,1.2203195333480834
,,,,29556,,,,400500,,,,534,15.05,13,,,,,,,,,,1.3005704,,,,1.32190345,,,,,,,,,,,,,
,,,,29606,,,,401250,,,,535,15.05,13,,,,,,,,,,1.4780431,,,,1.42954882,,0.0655982494354248,8.998750000000001e-05,0.149530129134655,0.013233807,-0.02902447823079098,0.2,-0.018442846834659576,0.15022222075300912,-1.000072818994522,16020,,
,,,,29655,,,,402000,,,,536,15.0,13,,,,,,,,,,1.2470225,,,,1.38821775,,-0.012342095375061035,8.996875e-05,0.08541320785880088,0.020539623,-0.02768379249610007,0.2,-0.037721846252679825,0.16737777662153044,-0.9858178297678629,16050,,
,,,,29704,,,,402750,,,,537,15.0,13,,,,,,,,,,1.4683975,,,,1.31085384,,-0.06882047653198242,8.994999999999999e-05,0.26340196828047435,0.012935959,-0.027398997959556685,0.2,0.041214242577552795,0.1424444457826515,-1.0308899998664856,16080,,
,,,,29753,,,,403500,,,,538,15.0,13,,,,,,,,,,1.238554,,,,1.35244977,,0.08276903629302979,8.993125000000001e-05,0.12920274784167607,0.010486067,-0.028047464304955482,0.2,-0.023525934666395187,0.09884444448786477,-1.0253996213277181,16110,,
,,,,29802,,,,404250,,,,539,15.0,13,,,,,,,,,,1.4736627,,,,1.41978127,,0.006682634353637695,8.99125e-05,0.1614198461174965,0.010278456,-0.028451076108403466,0.2,-0.004250377416610718,0.1197777777755012,-0.996630988518397,16140,,
,,,,,,,,405000,,,,,,,,,,,,,,,,1.4704744,,,,,,0.3979446291923523,8.989375e-05,0.06709625398119291,0.013027657,-0.026555418884050514,0.2,-0.046745166182518005,0.15048888883708667,-1.018336143096288,16170,15.0,1.416483724117279
,,,,29855,,,,405000,,,,540,15.0,13,,,,,,,,,,,,,,1.44199946,,,,,,,,,,,,,
,,,,29905,,,,405750,,,,541,15.05,13,,,,,,,,,,1.2153945,,,,1.2686795,,-0.008446693420410156,8.9875e-05,0.07884826759497325,0.013331416,-0.02955263452394347,0.2,-0.04515372961759567,0.1698222217305253,-1.0445647279421488,16200,,
,,,,29953,,,,406500,,,,542,15.05,13,,,,,,,,,,1.163822,,,,1.14948108,,0.017712295055389404,8.985625e-05,0.355556325117747,0.013844475,-0.029206192094646387,0.2,0.08541230857372284,0.11604444530482093,-1.0371446847915649,16230,,
,,,,30002,,,,407250,,,,543,15.0,13,,,,,,,,,,1.2597237,,,,1.24345424,,-0.024459123611450195,8.983750000000001e-05,0.1609195277094841,0.015276011,-0.028739876154416956,0.2,-0.007234133780002594,0.14062222165521235,-1.0256552775700887,16260,,
,,,,30051,,,,408000,,,,544,15.0,13,,,,,,,,,,1.2598221,,,,1.16544895,,0.0071035027503967285,8.981875000000001e-05,0.10287195121248563,0.016554961,-0.036542928580205115,0.2,-0.04679229483008385,0.17324444465339184,-1.0008833527565002,16290,,
,,,,30101,,,,408750,,,,545,15.0,13,,,,,,,,,,1.1354594,,,,1.20354016,,-0.04688835144042969,8.980000000000001e-05,0.4307691325743993,0.013207945,-0.03315924103611874,0.2,0.099810890853405,0.1336888873949647,-1.0332574526468912,16320,,
,,,,30151,,,,409500,,,,546,15.0,13,,,,,,,,,,1.1673825,,,,1.25490051,,0.03456073999404907,8.978125e-05,0.13059419790903729,0.014455534,-0.026583046802826645,0.2,-0.020778346806764603,0.13160000058511892,-1.020403269926707,16350,,
,,,,,,,,410000,,,,,,,,,,,,,,,,1.3327118,,,,,,0.020194053649902344,8.97625e-05,0.35447340210278827,0.013918327,-0.031060649844714364,0.2,0.08175468444824219,0.12222222325702509,-1.0371240814526876,16380,15.0,1.6230279684066773
,,,,30204,,,,410250,,,,547,15.05,13,,,,,,,,,,,,,,1.2286494300000002,,,,,,,,,,,,,
,,,,30254,,,,411000,,,,548,15.05,13,,,,,,,,,,1.4143596,,,,1.3896493900000002,,-0.09470200538635254,8.974375e-05,0.1810875728726387,0.012091157,-0.028062278184822452,0.2,-0.00393754243850708,0.11408888868366679,-1.0055050373077392,16410,,
,,,,30303,,,,411750,,,,549,15.0,13,,,,,,,,,,1.3443242,,,,1.3955206000000002,,0.3437046408653259,8.9725e-05,0.0882482536137104,0.012462713,-0.022832276198123076,0.2,-0.030231110751628876,0.1306666664701576,-1.0299086689949035,16440,,
,,,,30352,,,,412500,,,,550,15.0,13,,,,,,,,,,1.4076365,,,,1.4012785199999995,,0.2526984214782715,8.970625e-05,0.11635017544031143,0.013651057,-0.03051491950706892,0.2,-0.02905457094311714,0.15240000002086163,-1.0338697195053101,16470,,
,,,,30402,,,,413250,,,,551,15.0,13,,,,,,,,,,1.4650986,,,,1.4160007699999997,,0.09528195858001709,8.96875e-05,0.06245912263790766,0.012765633,-0.02969393137879669,0.2,-0.05145147442817688,0.16728888785776994,-1.0429463227589926,16500,,
,,,,30452,,,,414000,,,,552,15.0,13,,,,,,,,,,1.2589083,,,,1.37249695,,0.0009443163871765137,8.966875000000001e-05,0.08192765216032664,0.011809526,-0.028949197253119154,0.2,-0.041835565119981766,0.13226666764045755,-1.003429784377416,16530,,
,,,,30505,,,,414750,,,,553,15.0,13,,,,,,,,,,1.3560066,,,,1.3682364,,0.054625868797302246,8.965000000000001e-05,0.15745835105578104,0.015106758,-0.028178002613099905,0.2,-0.003703698515892029,0.14804444409285983,-0.9957140485445658,16560,,
,,,,,,,,415000,,,,,,,,,,,,,,,,,,,,,,0.28552865982055664,8.963125000000001e-05,0.09968960310022036,0.013760991,-0.029833656202277403,0.2,-0.03704722225666046,0.12480000046392282,-1.016407803694407,16590,15.0,1.6221190214157104
,,,,30560,,,,415500,,,,554,15.05,13,,,,,,,,,,1.5061244,,,,1.40982169,,,,,,,,,,,,,
,,,,30610,,,,416250,,,,555,15.05,13,,,,,,,,,,1.393109,,,,1.4389314100000001,,-0.004618048667907715,8.96125e-05,0.06762903879086177,0.012942912,-0.025955461427724615,0.2,-0.044062208384275436,0.13653333354741334,-0.992691328128179,16620,,
,,,,30660,,,,417000,,,,556,15.0,13,,,,,,,,,,1.3016493,,,,1.3316993699999997,,0.03227049112319946,8.959375e-05,0.09812908818324408,0.012081671,-0.02542456441514401,0.2,-0.028308618813753128,0.15817777834211785,-1.0069734533627828,16650,,
,,,,30708,,,,417750,,,,557,15.0,13,,,,,,,,,,1.3836603,,,,1.3372266999999995,,0.23628228902816772,8.9575e-05,0.18847501476605732,0.012329478,-0.026926531914569906,0.2,0.010279171168804169,0.13364444505423306,-1.0101359645525614,16680,,
,,,,30759,,,,418500,,,,558,15.0,13,,,,,,,,,,1.208646,,,,1.21343194,,0.032689690589904785,8.955625e-05,0.13136821190516154,0.010231122,-0.023181980622083802,0.2,-0.0172639898955822,0.10995555541788539,-1.005718868970871,16710,,
,,,,30808,,,,419250,,,,559,15.0,13,,,,,,,,,,1.1152586,,,,1.0650118199999998,,-0.0892019271850586,8.95375e-05,0.3126946955919266,0.011308325,-0.02476710947631962,0.2,0.05003434419631958,0.11884444466171165,-1.015801227092743,16740,,
,,,,,,,,420000,,,,,,,,,,,,,,,,1.1599739,,,,,,-0.04930698871612549,8.951875e-05,0.24609235127766926,0.009637459,-0.028184063799182577,0.2,0.035368598997592926,0.1015555555621783,-1.0160621265570322,16770,15.0,1.4244039177894592
,,,,30861,,,,420000,,,,560,15.0,13,,,,,,,,,,,,,,1.20117255,,,,,,,,,,,,,
,,,,30911,,,,420750,,,,561,15.05,13,,,,,,,,,,1.285093,,,,1.30620564,,-0.01897108554840088,8.950000000000001e-05,0.15255490094423294,0.013072578,-0.030317945246150096,0.2,-0.012442000210285187,0.12915555679549773,-1.0171917796134948,16800,,
,,,,30961,,,,421500,,,,562,15.05,13,,,,,,,,,,1.2738053,,,,1.3002437100000004,,0.2714184522628784,8.948125000000001e-05,0.11884724944829941,0.011554134,-0.026743740710843747,0.2,-0.019154194742441177,0.11728888895983497,-0.9966304838657379,16830,,
,,,,31010,,,,422250,,,,563,15.0,13,,,,,,,,,,1.345537,,,,1.2636341700000002,,0.09434187412261963,8.946250000000001e-05,0.2445980966091156,0.0160228,-0.029693295435007244,0.2,0.030850909650325775,0.14475555592216552,-1.0167341212431589,16860,,
,,,,31058,,,,423000,,,,564,15.0,13,,,,,,,,,,1.255652,,,,1.31571733,,-0.1290578842163086,8.944375e-05,0.18718389223019283,0.010858974,-0.025547408848390418,0.2,0.009279601275920868,0.10120000049937516,-1.0478541215260824,16890,,
,,,,31106,,,,423750,,,,565,15.0,13,,,,,,,,,,1.3842545,,,,1.3599592100000004,,0.033153235912323,8.9425e-05,0.17158843676249186,0.012958509,-0.029474651686640253,0.2,0.003425903618335724,0.129422222605596,-0.9920864224433898,16920,,
,,,,31156,,,,424500,,,,566,15.0,13,,,,,,,,,,1.4189447,,,,1.38475742,,0.004514873027801514,8.940625e-05,0.2035324806968371,0.016300077,-0.02555695929719756,0.2,0.019857697188854218,0.1836000013941278,-1.0349022984504699,16950,,
,,,,,,,,425000,,,,,,,,,,,,,,,,1.3089083,,,,,,0.009344816207885742,8.93875e-05,0.11880268429716428,0.014028179,-0.027163524560050837,0.2,-0.02399507164955139,0.13728888866802055,-1.0468993147214254,16980,15.0,1.4183921813964844
,,,,31210,,,,425250,,,,567,15.05,13,,,,,,,,,,,,,,1.3309255499999995,,,,,,,,,,,,,
,,,,31260,,,,426000,,,,568,15.05,13,,,,,,,,,,1.2478662,,,,1.31493544,,0.04784351587295532,8.936875e-05,0.20565144916375477,0.012164607,-0.027146906858806816,0.2,0.013945363461971283,0.14960000130037468,-1.0414117018381754,17010,,
,,,,31308,,,,426750,,,,569,15.0,13,,,,,,,,,,1.4462587,,,,1.3694970100000003,,-0.02954256534576416,8.935e-05,0.17071415384610494,0.01159944,-0.028943514631667888,0.2,-0.005022846162319183,0.1516444455832243,-1.0410466313362121,17040,,
